FID,name
2498,QT
2499,QT
2500,QT
2501,QT
2502,QT
2503,QT
2504,QT
2505,QT
2506,QT
2507,QT
2508,YN
2509,YN
2510,YN
2511,YN
2512,YN
2513,YN
2514,YN
2515,YN
2516,YN
2517,YN
2518,YN
2519,YN
2520,YN
2521,YN
2522,YN
2523,YN
2524,YN
2525,YN
2526,YN
2527,GX
2528,GX
2529,GX
2530,GX
2531,GX
2532,GX
2533,GX
2534,GX
2535,GX
2536,GX
2537,GX
2538,GX
2539,GX
2540,GX
2541,GX
2542,GX
2543,GD
2544,GD
2545,GD
2546,GD
2547,GD
2548,GD
2549,GD
2550,GD
2551,GD
2552,GD
2553,GD
2554,GD
2555,QT
2556,QT
2557,QT
2558,QT
2559,QT
2560,QT
2561,QT
2562,QT
2563,QT
2564,QT
2565,QT
2566,QT
2567,QT
2568,QT
2569,QT
2570,QT
2571,QT
2572,QT
2573,QT
2574,QT
2575,QT
2576,QT
2577,QT
2578,QT
2579,QT
2580,QT
2581,QT
2582,QT
2583,QT
2584,QT
2585,QT
2586,QT
2587,QT
2588,QT
2589,QT
2590,QT
2591,QT
2592,QT
2593,QT
2594,QT
2595,QT
2596,QT
2597,QT
2598,QT
2599,QT
2600,QT
2601,QT
2602,QT
2603,QT
2604,QT
2605,QT
2606,QT
2607,QT
2608,QT
2609,QT
2610,QT
2611,QT
2612,QT
2613,QT
2614,QT
2615,QT
2616,QT
2617,QT
2618,QT
2619,QT
2620,QT
2621,QT
2622,QT
2623,QT
2624,QT
2625,QT
2626,QT
2627,QT
2628,QT
2629,QT
2630,QT
2631,QT
2632,QT
2633,QT
2634,QT
2635,QT
2636,QT
2637,QT
2638,QT
2639,QT
2640,QT
2641,QT
2642,QT
2643,QT
2644,QT
2645,QT
2646,QT
2647,QT
2648,QT
2649,QT
2650,QT
2651,QT
2652,YN
2653,YN
2654,YN
2655,YN
2656,YN
2657,YN
2658,YN
2659,YN
2660,YN
2661,YN
2662,YN
2663,YN
2664,YN
2665,YN
2666,YN
2667,YN
2668,YN
2669,YN
2670,YN
2671,GX
2672,GX
2673,GX
2674,GX
2675,GX
2676,GX
2677,GX
2678,GX
2679,GX
2680,GX
2681,GX
2682,GX
2683,GX
2684,GX
2685,GX
2686,GX
2687,GD
2688,GD
2689,GD
2690,GD
2691,GD
2692,GD
2693,GD
2694,GD
2695,GD
2696,GD
2697,GD
2698,GD
2699,GD
2700,GD
2701,GD
2702,QT
2703,QT
2704,QT
2705,QT
2706,QT
2707,QT
2708,QT
2709,QT
2710,QT
2711,QT
2712,QT
2713,QT
2714,QT
2715,QT
2716,QT
2717,QT
2718,QT
2719,QT
2720,QT
2721,QT
2722,QT
2723,QT
2724,QT
2725,QT
2726,QT
2727,QT
2728,QT
2729,QT
2730,QT
2731,QT
2732,QT
2733,QT
2734,QT
2735,QT
2736,QT
2737,QT
2738,QT
2739,QT
2740,QT
2741,QT
2742,QT
2743,QT
2744,QT
2745,QT
2746,QT
2747,QT
2748,QT
2749,QT
2750,QT
2751,QT
2752,QT
2753,QT
2754,QT
2755,QT
2756,QT
2757,QT
2758,QT
2759,QT
2760,QT
2761,QT
2762,QT
2763,QT
2764,QT
2765,QT
2766,QT
2767,QT
2768,QT
2769,QT
2770,QT
2771,QT
2772,QT
2773,QT
2774,QT
2775,QT
2776,QT
2777,QT
2778,QT
2779,QT
2780,QT
2781,QT
2782,QT
2783,QT
2784,QT
2785,QT
2786,QT
2787,QT
2788,QT
2789,QT
2790,QT
2791,QT
2792,QT
2793,QT
2794,QT
2795,YN
2796,YN
2797,YN
2798,YN
2799,YN
2800,YN
2801,YN
2802,YN
2803,YN
2804,YN
2805,YN
2806,YN
2807,YN
2808,YN
2809,YN
2810,YN
2811,YN
2812,YN
2813,YN
2814,YN
2815,YN
2816,GX
2817,GX
2818,GX
2819,GX
2820,GX
2821,GX
2822,GX
2823,GX
2824,GX
2825,GX
2826,GX
2827,GX
2828,GX
2829,GX
2830,GX
2831,GD
2832,GD
2833,GD
2834,GD
2835,GD
2836,GD
2837,GD
2838,GD
2839,GD
2840,GD
2841,GD
2842,GD
2843,GD
2844,GD
2845,GD
2846,GD
2847,QT
2848,QT
2849,QT
2850,QT
2851,QT
2852,QT
2853,QT
2854,QT
2855,QT
2856,QT
2857,QT
2858,QT
2859,QT
2860,QT
2861,QT
2862,QT
2863,QT
2864,QT
2865,QT
2866,QT
2867,QT
2868,QT
2869,QT
2870,QT
2871,QT
2872,QT
2873,QT
2874,QT
2875,QT
2876,QT
2877,QT
2878,QT
2879,QT
2880,QT
2881,QT
2882,QT
2883,QT
2884,QT
2885,QT
2886,QT
2887,QT
2888,QT
2889,QT
2890,QT
2891,QT
2892,QT
2893,QT
2894,QT
2895,QT
2896,QT
2897,QT
2898,QT
2899,QT
2900,QT
2901,QT
2902,QT
2903,QT
2904,QT
2905,QT
2906,QT
2907,QT
2908,QT
2909,QT
2910,QT
2911,QT
2912,QT
2913,QT
2914,QT
2915,QT
2916,QT
2917,QT
2918,QT
2919,QT
2920,QT
2921,QT
2922,QT
2923,QT
2924,QT
2925,QT
2926,QT
2927,QT
2928,QT
2929,QT
2930,QT
2931,QT
2932,QT
2933,QT
2934,QT
2935,QT
2936,YN
2937,YN
2938,YN
2939,YN
2940,YN
2941,YN
2942,YN
2943,YN
2944,YN
2945,YN
2946,YN
2947,YN
2948,YN
2949,YN
2950,YN
2951,YN
2952,YN
2953,YN
2954,YN
2955,YN
2956,YN
2957,YN
2958,GX
2959,GX
2960,GX
2961,GX
2962,GX
2963,GX
2964,GX
2965,GX
2966,GX
2967,GX
2968,GX
2969,GX
2970,GX
2971,GX
2972,GX
2973,GX
2974,GX
2975,GX
2976,GD
2977,GD
2978,GD
2979,GD
2980,GD
2981,GD
2982,GD
2983,GD
2984,GD
2985,GD
2986,GD
2987,GD
2988,GD
2989,GD
2990,GD
2991,GD
2992,GD
2993,QT
2994,QT
2995,QT
2996,QT
2997,QT
2998,QT
2999,QT
3000,QT
3001,QT
3002,QT
3003,QT
3004,QT
3005,QT
3006,QT
3007,QT
3008,QT
3009,QT
3010,QT
3011,QT
3012,QT
3013,QT
3014,QT
3015,QT
3016,QT
3017,QT
3018,QT
3019,QT
3020,QT
3021,QT
3022,QT
3023,QT
3024,QT
3025,QT
3026,QT
3027,QT
3028,QT
3029,QT
3030,QT
3031,QT
3032,QT
3033,QT
3034,QT
3035,QT
3036,QT
3037,QT
3038,QT
3039,QT
3040,QT
3041,QT
3042,QT
3043,QT
3044,QT
3045,QT
3046,QT
3047,QT
3048,QT
3049,QT
3050,QT
3051,QT
3052,QT
3053,QT
3054,QT
3055,QT
3056,QT
3057,QT
3058,QT
3059,QT
3060,QT
3061,QT
3062,QT
3063,QT
3064,QT
3065,QT
3066,QT
3067,QT
3068,QT
3069,QT
3070,QT
3071,QT
3072,QT
3073,QT
3074,QT
3075,QT
3076,QT
3077,QT
3078,QT
3079,QT
3080,YN
3081,YN
3082,YN
3083,YN
3084,YN
3085,YN
3086,YN
3087,YN
3088,YN
3089,YN
3090,YN
3091,YN
3092,YN
3093,YN
3094,YN
3095,YN
3096,YN
3097,YN
3098,YN
3099,YN
3100,GX
3101,GX
3102,GX
3103,GX
3104,GX
3105,GX
3106,GX
3107,GX
3108,GX
3109,GX
3110,GX
3111,GX
3112,GX
3113,GX
3114,GX
3115,GX
3116,GX
3117,GX
3118,GX
3119,GX
3120,GX
3121,GD
3122,GD
3123,GD
3124,GD
3125,GD
3126,GD
3127,GD
3128,GD
3129,GD
3130,GD
3131,GD
3132,GD
3133,GD
3134,GD
3135,FJ
3136,FJ
3137,FJ
3138,QT
3139,QT
3140,QT
3141,QT
3142,QT
3143,QT
3144,QT
3145,QT
3146,QT
3147,QT
3148,QT
3149,QT
3150,QT
3151,QT
3152,QT
3153,QT
3154,QT
3155,QT
3156,QT
3157,QT
3158,QT
3159,QT
3160,QT
3161,QT
3162,QT
3163,QT
3164,QT
3165,QT
3166,QT
3167,QT
3168,QT
3169,QT
3170,QT
3171,QT
3172,QT
3173,QT
3174,QT
3175,QT
3176,QT
3177,QT
3178,QT
3179,QT
3180,QT
3181,QT
3182,QT
3183,QT
3184,QT
3185,QT
3186,QT
3187,QT
3188,QT
3189,QT
3190,QT
3191,QT
3192,QT
3193,QT
3194,QT
3195,QT
3196,QT
3197,QT
3198,QT
3199,QT
3200,QT
3201,QT
3202,QT
3203,QT
3204,QT
3205,QT
3206,QT
3207,QT
3208,QT
3209,QT
3210,QT
3211,QT
3212,QT
3213,QT
3214,QT
3215,QT
3216,QT
3217,QT
3218,QT
3219,QT
3220,QT
3221,QT
3222,QT
3223,QT
3224,YN
3225,YN
3226,YN
3227,YN
3228,YN
3229,YN
3230,YN
3231,YN
3232,YN
3233,YN
3234,YN
3235,YN
3236,YN
3237,YN
3238,YN
3239,YN
3240,YN
3241,YN
3242,YN
3243,YN
3244,GX
3245,GX
3246,GX
3247,GX
3248,GX
3249,GX
3250,GX
3251,GX
3252,GX
3253,GX
3254,GX
3255,GX
3256,GX
3257,GX
3258,GX
3259,GX
3260,GX
3261,GX
3262,GX
3263,GX
3264,GX
3265,GD
3266,GD
3267,GD
3268,GD
3269,GD
3270,GD
3271,GD
3272,GD
3273,GD
3274,GD
3275,GD
3276,GD
3277,GD
3278,GD
3279,FJ
3280,FJ
3281,FJ
3282,QT
3283,QT
3284,QT
3285,QT
3286,QT
3287,QT
3288,QT
3289,QT
3290,QT
3291,QT
3292,QT
3293,QT
3294,QT
3295,QT
3296,QT
3297,QT
3298,QT
3299,QT
3300,QT
3301,QT
3302,QT
3303,QT
3304,QT
3305,QT
3306,QT
3307,QT
3308,QT
3309,QT
3310,QT
3311,QT
3312,QT
3313,QT
3314,QT
3315,QT
3316,QT
3317,QT
3318,QT
3319,QT
3320,QT
3321,QT
3322,QT
3323,QT
3324,QT
3325,QT
3326,QT
3327,QT
3328,QT
3329,QT
3330,QT
3331,QT
3332,QT
3333,QT
3334,QT
3335,QT
3336,QT
3337,QT
3338,QT
3339,QT
3340,QT
3341,QT
3342,QT
3343,QT
3344,QT
3345,QT
3346,QT
3347,QT
3348,QT
3349,QT
3350,QT
3351,QT
3352,QT
3353,QT
3354,QT
3355,QT
3356,QT
3357,QT
3358,QT
3359,QT
3360,QT
3361,QT
3362,QT
3363,QT
3364,QT
3365,QT
3366,QT
3367,QT
3368,YN
3369,YN
3370,YN
3371,YN
3372,YN
3373,YN
3374,YN
3375,YN
3376,YN
3377,YN
3378,YN
3379,YN
3380,YN
3381,YN
3382,YN
3383,YN
3384,YN
3385,YN
3386,YN
3387,YN
3388,GZ
3389,GX
3390,GX
3391,GZ
3392,GX
3393,GX
3394,GX
3395,GX
3396,GX
3397,GX
3398,GX
3399,GX
3400,GX
3401,GX
3402,GX
3403,GX
3404,GX
3405,GX
3406,HUN
3407,HUN
3408,HUN
3409,HUN
3410,GD
3411,GD
3412,GD
3413,GD
3414,GD
3415,JX
3416,JX
3417,JX
3418,GD
3419,GD
3420,GD
3421,GD
3422,GD
3423,FJ
3424,FJ
3425,FJ
3426,FJ
3427,QT
3428,QT
3429,QT
3430,QT
3431,QT
3432,QT
3433,QT
3434,QT
3435,QT
3436,QT
3437,QT
3438,QT
3439,QT
3440,QT
3441,QT
3442,QT
3443,QT
3444,QT
3445,QT
3446,QT
3447,QT
3448,QT
3449,QT
3450,QT
3451,QT
3452,QT
3453,QT
3454,QT
3455,QT
3456,QT
3457,QT
3458,QT
3459,QT
3460,QT
3461,QT
3462,QT
3463,QT
3464,QT
3465,QT
3466,QT
3467,QT
3468,QT
3469,QT
3470,QT
3471,QT
3472,QT
3473,QT
3474,QT
3475,QT
3476,QT
3477,QT
3478,QT
3479,QT
3480,QT
3481,QT
3482,QT
3483,QT
3484,QT
3485,QT
3486,QT
3487,QT
3488,QT
3489,QT
3490,QT
3491,QT
3492,QT
3493,QT
3494,QT
3495,QT
3496,QT
3497,QT
3498,QT
3499,QT
3500,QT
3501,QT
3502,QT
3503,QT
3504,QT
3505,QT
3506,QT
3507,QT
3508,QT
3509,QT
3510,QT
3511,QT
3512,QT
3513,YN
3514,YN
3515,YN
3516,YN
3517,YN
3518,YN
3519,YN
3520,YN
3521,YN
3522,YN
3523,YN
3524,YN
3525,YN
3526,YN
3527,YN
3528,YN
3529,YN
3530,YN
3531,GZ
3532,GZ
3533,GZ
3534,GZ
3535,GZ
3536,GZ
3537,GZ
3538,GX
3539,GX
3540,GX
3541,GX
3542,GX
3543,GX
3544,GX
3545,GX
3546,GX
3547,GX
3548,GX
3549,GX
3550,HUN
3551,HUN
3552,HUN
3553,HUN
3554,HUN
3555,HUN
3556,HUN
3557,GD
3558,GD
3559,JX
3560,JX
3561,JX
3562,JX
3563,JX
3564,JX
3565,FJ
3566,FJ
3567,FJ
3568,FJ
3569,FJ
3570,FJ
3571,FJ
3572,QT
3573,QT
3574,QT
3575,QT
3576,QT
3577,QT
3578,QT
3579,QT
3580,QT
3581,QT
3582,QT
3583,QT
3584,QT
3585,QT
3586,QT
3587,QT
3588,QT
3589,QT
3590,QT
3591,QT
3592,QT
3593,QT
3594,QT
3595,QT
3596,QT
3597,QT
3598,QT
3599,QT
3600,QT
3601,QT
3602,QT
3603,QT
3604,QT
3605,QT
3606,QT
3607,QT
3608,QT
3609,QT
3610,QT
3611,QT
3612,QT
3613,QT
3614,QT
3615,QT
3616,QT
3617,QT
3618,QT
3619,QT
3620,QT
3621,QT
3622,QT
3623,QT
3624,QT
3625,QT
3626,QT
3627,QT
3628,QT
3629,QT
3630,QT
3631,QT
3632,QT
3633,QT
3634,QT
3635,QT
3636,QT
3637,QT
3638,QT
3639,QT
3640,QT
3641,QT
3642,QT
3643,QT
3644,QT
3645,QT
3646,QT
3647,QT
3648,QT
3649,QT
3650,QT
3651,QT
3652,QT
3653,QT
3654,QT
3655,QT
3656,QT
3657,QT
3658,YN
3659,YN
3660,YN
3661,YN
3662,YN
3663,YN
3664,YN
3665,YN
3666,YN
3667,YN
3668,YN
3669,YN
3670,YN
3671,YN
3672,YN
3673,YN
3674,YN
3675,GZ
3676,GZ
3677,GZ
3678,GZ
3679,GZ
3680,GZ
3681,GZ
3682,GZ
3683,GX
3684,GX
3685,GZ
3686,GX
3687,GX
3688,GX
3689,GX
3690,GX
3691,GX
3692,GX
3693,GX
3694,HUN
3695,HUN
3696,HUN
3697,HUN
3698,HUN
3699,HUN
3700,HUN
3701,HUN
3702,JX
3703,JX
3704,JX
3705,JX
3706,JX
3707,FJ
3708,FJ
3709,FJ
3710,FJ
3711,FJ
3712,FJ
3713,FJ
3714,FJ
3715,FJ
3716,FJ
3717,QT
3718,QT
3719,QT
3720,QT
3721,QT
3722,QT
3723,QT
3724,QT
3725,QT
3726,QT
3727,QT
3728,QT
3729,QT
3730,QT
3731,QT
3732,QT
3733,QT
3734,QT
3735,QT
3736,QT
3737,QT
3738,QT
3739,QT
3740,QT
3741,QT
3742,QT
3743,QT
3744,QT
3745,QT
3746,QT
3747,QT
3748,QT
3749,QT
3750,QT
3751,QT
3752,QT
3753,QT
3754,QT
3755,QT
3756,QT
3757,QT
3758,QT
3759,QT
3760,QT
3761,QT
3762,QT
3763,QT
3764,QT
3765,QT
3766,QT
3767,QT
3768,QT
3769,QT
3770,QT
3771,QT
3772,QT
3773,QT
3774,QT
3775,QT
3776,QT
3777,QT
3778,QT
3779,QT
3780,QT
3781,QT
3782,QT
3783,QT
3784,QT
3785,QT
3786,QT
3787,QT
3788,QT
3789,QT
3790,QT
3791,QT
3792,QT
3793,QT
3794,QT
3795,QT
3796,QT
3797,QT
3798,QT
3799,QT
3800,QT
3801,QT
3802,QT
3803,YN
3804,YN
3805,YN
3806,YN
3807,YN
3808,YN
3809,YN
3810,YN
3811,YN
3812,SC
3813,SC
3814,YN
3815,SC
3816,YN
3817,YN
3818,YN
3819,GZ
3820,GZ
3821,GZ
3822,GZ
3823,GZ
3824,GZ
3825,GZ
3826,GZ
3827,GZ
3828,GZ
3829,GZ
3830,GZ
3831,GZ
3832,GX
3833,HUN
3834,HUN
3835,GX
3836,HUN
3837,GX
3838,HUN
3839,HUN
3840,HUN
3841,HUN
3842,HUN
3843,HUN
3844,HUN
3845,HUN
3846,JX
3847,JX
3848,JX
3849,JX
3850,JX
3851,FJ
3852,FJ
3853,FJ
3854,FJ
3855,FJ
3856,FJ
3857,FJ
3858,FJ
3859,FJ
3860,FJ
3861,FJ
3862,QT
3863,QT
3864,QT
3865,QT
3866,QT
3867,QT
3868,QT
3869,QT
3870,QT
3871,QT
3872,QT
3873,QT
3874,QT
3875,QT
3876,QT
3877,QT
3878,QT
3879,QT
3880,QT
3881,QT
3882,QT
3883,QT
3884,QT
3885,QT
3886,QT
3887,QT
3888,QT
3889,QT
3890,QT
3891,QT
3892,QT
3893,QT
3894,QT
3895,QT
3896,QT
3897,QT
3898,QT
3899,QT
3900,QT
3901,QT
3902,QT
3903,QT
3904,QT
3905,QT
3906,QT
3907,QT
3908,QT
3909,QT
3910,QT
3911,QT
3912,QT
3913,QT
3914,QT
3915,QT
3916,QT
3917,QT
3918,QT
3919,QT
3920,QT
3921,QT
3922,QT
3923,QT
3924,QT
3925,QT
3926,QT
3927,QT
3928,QT
3929,QT
3930,QT
3931,QT
3932,QT
3933,QT
3934,QT
3935,QT
3936,QT
3937,QT
3938,QT
3939,QT
3940,QT
3941,QT
3942,QT
3943,QT
3944,QT
3945,QT
3946,QT
3947,YN
3948,YN
3949,YN
3950,YN
3951,YN
3952,YN
3953,YN
3954,YN
3955,SC
3956,SC
3957,SC
3958,SC
3959,SC
3960,SC
3961,YN
3962,GZ
3963,YN
3964,GZ
3965,GZ
3966,GZ
3967,GZ
3968,GZ
3969,GZ
3970,GZ
3971,GZ
3972,GZ
3973,GZ
3974,GZ
3975,GZ
3976,GZ
3977,HUN
3978,HUN
3979,HUN
3980,HUN
3981,HUN
3982,HUN
3983,HUN
3984,HUN
3985,HUN
3986,HUN
3987,HUN
3988,HUN
3989,HUN
3990,JX
3991,JX
3992,JX
3993,JX
3994,JX
3995,JX
3996,FJ
3997,FJ
3998,FJ
3999,FJ
4000,FJ
4001,FJ
4002,FJ
4003,FJ
4004,FJ
4005,FJ
4006,FJ
4007,QT
4008,QT
4009,QT
4010,QT
4011,QT
4012,QT
4013,QT
4014,QT
4015,QT
4016,QT
4017,QT
4018,QT
4019,QT
4020,QT
4021,QT
4022,QT
4023,QT
4024,QT
4025,QT
4026,QT
4027,QT
4028,QT
4029,QT
4030,QT
4031,QT
4032,QT
4033,QT
4034,QT
4035,QT
4036,QT
4037,QT
4038,QT
4039,QT
4040,QT
4041,QT
4042,QT
4043,QT
4044,QT
4045,QT
4046,QT
4047,QT
4048,QT
4049,QT
4050,QT
4051,QT
4052,QT
4053,QT
4054,QT
4055,QT
4056,QT
4057,QT
4058,QT
4059,QT
4060,QT
4061,QT
4062,QT
4063,QT
4064,QT
4065,QT
4066,QT
4067,QT
4068,QT
4069,QT
4070,QT
4071,QT
4072,QT
4073,QT
4074,QT
4075,QT
4076,QT
4077,QT
4078,QT
4079,QT
4080,QT
4081,QT
4082,QT
4083,QT
4084,QT
4085,QT
4086,QT
4087,QT
4088,QT
4089,QT
4090,QT
4091,QT
4092,YN
4093,YN
4094,YN
4095,YN
4096,YN
4097,YN
4098,YN
4099,SC
4100,SC
4101,SC
4102,SC
4103,SC
4104,SC
4105,GZ
4106,GZ
4107,GZ
4108,GZ
4109,GZ
4110,GZ
4111,GZ
4112,GZ
4113,GZ
4114,GZ
4115,GZ
4116,GZ
4117,GZ
4118,GZ
4119,GZ
4120,GZ
4121,HUN
4122,HUN
4123,HUN
4124,HUN
4125,HUN
4126,HUN
4127,HUN
4128,HUN
4129,HUN
4130,HUN
4131,HUN
4132,HUN
4133,HUN
4134,JX
4135,JX
4136,JX
4137,JX
4138,JX
4139,JX
4140,FJ
4141,FJ
4142,FJ
4143,FJ
4144,FJ
4145,FJ
4146,FJ
4147,FJ
4148,FJ
4149,FJ
4150,FJ
4151,QT
4152,QT
4153,QT
4154,QT
4155,QT
4156,QT
4157,QT
4158,QT
4159,QT
4160,QT
4161,QT
4162,QT
4163,QT
4164,QT
4165,QT
4166,QT
4167,QT
4168,QT
4169,QT
4170,QT
4171,QT
4172,QT
4173,QT
4174,QT
4175,QT
4176,QT
4177,QT
4178,QT
4179,QT
4180,QT
4181,QT
4182,QT
4183,QT
4184,QT
4185,QT
4186,QT
4187,QT
4188,QT
4189,QT
4190,QT
4191,QT
4192,QT
4193,QT
4194,QT
4195,QT
4196,QT
4197,QT
4198,QT
4199,QT
4200,QT
4201,QT
4202,QT
4203,QT
4204,QT
4205,QT
4206,QT
4207,QT
4208,QT
4209,QT
4210,QT
4211,QT
4212,QT
4213,QT
4214,QT
4215,QT
4216,QT
4217,QT
4218,QT
4219,QT
4220,QT
4221,QT
4222,QT
4223,QT
4224,QT
4225,QT
4226,QT
4227,QT
4228,QT
4229,QT
4230,QT
4231,QT
4232,QT
4233,QT
4234,QT
4235,QT
4236,YN
4237,YN
4238,YN
4239,YN
4240,YN
4241,YN
4242,SC
4243,SC
4244,SC
4245,SC
4246,SC
4247,SC
4248,YN
4249,GZ
4250,GZ
4251,GZ
4252,GZ
4253,GZ
4254,GZ
4255,GZ
4256,GZ
4257,GZ
4258,GZ
4259,GZ
4260,GZ
4261,GZ
4262,GZ
4263,GZ
4264,HUN
4265,HUN
4266,HUN
4267,HUN
4268,HUN
4269,HUN
4270,HUN
4271,HUN
4272,HUN
4273,HUN
4274,HUN
4275,HUN
4276,HUN
4277,JX
4278,JX
4279,JX
4280,JX
4281,JX
4282,JX
4283,JX
4284,FJ
4285,FJ
4286,FJ
4287,FJ
4288,FJ
4289,FJ
4290,FJ
4291,FJ
4292,FJ
4293,FJ
4294,FJ
4295,QT
4296,QT
4297,QT
4298,QT
4299,QT
4300,QT
4301,QT
4302,QT
4303,QT
4304,QT
4305,QT
4306,QT
4307,QT
4308,QT
4309,QT
4310,QT
4311,QT
4312,QT
4313,QT
4314,QT
4315,QT
4316,QT
4317,QT
4318,QT
4319,QT
4320,QT
4321,QT
4322,QT
4323,QT
4324,QT
4325,QT
4326,QT
4327,QT
4328,QT
4329,QT
4330,QT
4331,QT
4332,QT
4333,QT
4334,QT
4335,QT
4336,QT
4337,QT
4338,QT
4339,QT
4340,QT
4341,QT
4342,QT
4343,QT
4344,QT
4345,QT
4346,QT
4347,QT
4348,QT
4349,QT
4350,QT
4351,QT
4352,QT
4353,QT
4354,QT
4355,QT
4356,QT
4357,QT
4358,QT
4359,QT
4360,QT
4361,QT
4362,XZ
4363,XZ
4364,XZ
4365,XZ
4366,XZ
4367,QT
4368,QT
4369,QT
4370,QT
4371,QT
4372,QT
4373,QT
4374,QT
4375,QT
4376,QT
4377,QT
4378,QT
4379,QT
4380,YN
4381,YN
4382,YN
4383,YN
4384,YN
4385,YN
4386,SC
4387,SC
4388,SC
4389,SC
4390,SC
4391,SC
4392,SC
4393,YN
4394,GZ
4395,GZ
4396,GZ
4397,GZ
4398,GZ
4399,GZ
4400,GZ
4401,GZ
4402,GZ
4403,GZ
4404,GZ
4405,GZ
4406,GZ
4407,HUN
4408,HUN
4409,HUN
4410,HUN
4411,HUN
4412,HUN
4413,HUN
4414,HUN
4415,HUN
4416,HUN
4417,HUN
4418,HUN
4419,HUN
4420,HUN
4421,JX
4422,JX
4423,JX
4424,JX
4425,JX
4426,JX
4427,JX
4428,JX
4429,FJ
4430,FJ
4431,FJ
4432,FJ
4433,FJ
4434,FJ
4435,FJ
4436,FJ
4437,FJ
4438,FJ
4439,QT
4440,QT
4441,QT
4442,QT
4443,QT
4444,QT
4445,QT
4446,QT
4447,QT
4448,QT
4449,QT
4450,QT
4451,QT
4452,QT
4453,QT
4454,QT
4455,QT
4456,QT
4457,QT
4458,QT
4459,QT
4460,QT
4461,QT
4462,QT
4463,QT
4464,QT
4465,QT
4466,QT
4467,QT
4468,QT
4469,QT
4470,QT
4471,QT
4472,QT
4473,QT
4474,QT
4475,QT
4476,QT
4477,QT
4478,QT
4479,QT
4480,QT
4481,QT
4482,QT
4483,QT
4484,QT
4485,QT
4486,QT
4487,QT
4488,QT
4489,QT
4490,QT
4491,QT
4492,QT
4493,QT
4494,QT
4495,QT
4496,QT
4497,QT
4498,QT
4499,QT
4500,QT
4501,QT
4502,QT
4503,QT
4504,QT
4505,XZ
4506,XZ
4507,XZ
4508,XZ
4509,XZ
4510,XZ
4511,XZ
4512,QT
4513,QT
4514,QT
4515,QT
4516,QT
4517,QT
4518,QT
4519,QT
4520,QT
4521,QT
4522,YN
4523,YN
4524,YN
4525,YN
4526,YN
4527,YN
4528,SC
4529,SC
4530,SC
4531,SC
4532,SC
4533,SC
4534,SC
4535,SC
4536,SC
4537,SC
4538,YN
4539,YN
4540,YN
4541,YN
4542,SC
4543,SC
4544,SC
4545,GZ
4546,GZ
4547,GZ
4548,GZ
4549,GZ
4550,GZ
4551,GZ
4552,HUN
4553,HUN
4554,HUN
4555,HUN
4556,HUN
4557,HUN
4558,HUN
4559,HUN
4560,HUN
4561,HUN
4562,HUN
4563,HUN
4564,JX
4565,JX
4566,JX
4567,JX
4568,JX
4569,JX
4570,JX
4571,JX
4572,JX
4573,FJ
4574,FJ
4575,FJ
4576,FJ
4577,FJ
4578,FJ
4579,FJ
4580,FJ
4581,FJ
4582,FJ
4583,FJ
4584,FJ
4585,QT
4586,QT
4587,QT
4588,QT
4589,QT
4590,QT
4591,QT
4592,QT
4593,QT
4594,QT
4595,QT
4596,QT
4597,QT
4598,QT
4599,QT
4600,QT
4601,QT
4602,QT
4603,QT
4604,QT
4605,QT
4606,QT
4607,QT
4608,QT
4609,QT
4610,QT
4611,QT
4612,QT
4613,QT
4614,QT
4615,QT
4616,QT
4617,QT
4618,QT
4619,QT
4620,QT
4621,QT
4622,QT
4623,QT
4624,QT
4625,QT
4626,QT
4627,QT
4628,QT
4629,QT
4630,QT
4631,QT
4632,QT
4633,QT
4634,QT
4635,QT
4636,QT
4637,QT
4638,QT
4639,QT
4640,QT
4641,XZ
4642,XZ
4643,QT
4644,QT
4645,QT
4646,QT
4647,QT
4648,XZ
4649,XZ
4650,XZ
4651,XZ
4652,XZ
4653,XZ
4654,XZ
4655,XZ
4656,XZ
4657,XZ
4658,XZ
4659,QT
4660,QT
4661,QT
4662,XZ
4663,XZ
4664,XZ
4665,QT
4666,YN
4667,YN
4668,YN
4669,YN
4670,YN
4671,SC
4672,SC
4673,SC
4674,SC
4675,SC
4676,SC
4677,SC
4678,SC
4679,SC
4680,SC
4681,SC
4682,YN
4683,SC
4684,SC
4685,SC
4686,SC
4687,SC
4688,SC
4689,SC
4690,GZ
4691,GZ
4692,GZ
4693,GZ
4694,GZ
4695,GZ
4696,GZ
4697,HUN
4698,HUN
4699,HUN
4700,HUN
4701,HUN
4702,HUN
4703,HUN
4704,HUN
4705,HUN
4706,HUN
4707,HUN
4708,JX
4709,JX
4710,JX
4711,JX
4712,JX
4713,JX
4714,JX
4715,JX
4716,JX
4717,JX
4718,FJ
4719,FJ
4720,FJ
4721,FJ
4722,FJ
4723,FJ
4724,FJ
4725,FJ
4726,FJ
4727,FJ
4728,QT
4729,QT
4730,QT
4731,QT
4732,QT
4733,QT
4734,QT
4735,QT
4736,QT
4737,QT
4738,QT
4739,QT
4740,QT
4741,QT
4742,QT
4743,QT
4744,QT
4745,QT
4746,QT
4747,QT
4748,QT
4749,QT
4750,QT
4751,QT
4752,QT
4753,QT
4754,QT
4755,QT
4756,QT
4757,QT
4758,QT
4759,QT
4760,QT
4761,QT
4762,QT
4763,QT
4764,QT
4765,QT
4766,QT
4767,QT
4768,QT
4769,QT
4770,QT
4771,QT
4772,QT
